SYMBOL, SERIES, DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY, DELIV_PER
HGS, EQ, 18-Sep-2019,602.8,605,615.15,598,598,602.4,603.17,981,5.92,105,609,62.08
HHOF1140RG, MF, 18-Sep-2019,8.01,8.01,8.01,8.01,8.01,8.01,8.01,1104,0.09,2,1104,100
HIGHGROUND, EQ, 18-Sep-2019,1.1,1.05,1.1,1.05,1.05,1.05,1.07,169365,1.81,74,124559,73.54
HIKAL, EQ, 18-Sep-2019,157.3,158,160.05,153,154.4,154.2,155.51,192689,299.65,2857,95695,49.66
HIL, EQ, 18-Sep-2019,1211.1,1224.7,1243.9,1206.45,1212,1212.8,1218.16,9700,118.16,1360,5124,52.82
HILTON, EQ, 18-Sep-2019,9.55,10.4,10.4,9.55,9.6,9.6,9.67,468,0.05,20,385,82.26
HIMATSEIDE, EQ, 18-Sep-2019,146.75,147.95,147.95,141.05,141.05,141.8,143.18,87546,125.34,2180,46548,53.17
HINDALCO, EQ, 18-Sep-2019,197.95,198.4,200.8,197.15,198.2,198,199.29,7326216,14600.34,42049,2240668,30.58
HINDCOMPOS, EQ, 18-Sep-2019,182,180,183,175.1,179,177.15,178.92,943,1.69,257,497,52.7
HINDCOPPER, EQ, 18-Sep-2019,37.05,37.55,37.7,36.5,36.65,36.85,37.18,661378,245.9,3152,201405,30.45
HINDMOTORS, EQ, 18-Sep-2019,7.05,7.2,7.5,6.9,7.2,7.2,7.25,201856,14.63,357,114582,56.76
HINDNATGLS, EQ, 18-Sep-2019,27.2,27.5,28.55,27.25,28.55,28.55,28.52,1066,0.3,7,1066,100
HINDOILEXP, EQ, 18-Sep-2019,107.7,108,108.4,104.95,105.1,105.65,106.45,99822,106.26,1621,32610,32.67
HINDPETRO, EQ, 18-Sep-2019,245.9,252.55,257.3,248.75,256.5,255.05,253.43,10529318,26684.03,75864,2592722,24.62
HINDUJAVEN, EQ, 18-Sep-2019,333.95,335.95,335.95,330.1,330.2,330.75,332.38,756,2.51,118,515,68.12
HINDUNILVR, EQ, 18-Sep-2019,1831.2,1839.5,1843.95,1818.65,1828.25,1829.2,1827.69,751391,13733.13,74042,374298,49.81
HINDZINC, EQ, 18-Sep-2019,210.5,211.2,217.15,208.7,214,213.45,213.88,1124857,2405.87,11486,498436,44.31
HIRECT, EQ, 18-Sep-2019,135.75,135.35,148.2,135.35,148,146,144.28,50655,73.08,1364,25347,50.04
HISARMETAL, EQ, 18-Sep-2019,54.1,53,53.8,50.5,53.8,51.85,52.44,4356,2.28,79,2790,64.05
HITECH, EQ, 18-Sep-2019,164.4,169.4,169.4,162,162,163.2,164.19,1959,3.22,81,920,46.96
HITECHCORP, EQ, 18-Sep-2019,80,85,85,81.25,83.2,83.2,84.08,1897,1.6,33,1717,90.51
HITECHGEAR, EQ, 18-Sep-2019,179.85,178.05,184,177.95,184,182.8,180.95,2073,3.75,67,1741,83.98
HMT, BZ, 18-Sep-2019,14.55,14.6,15.2,14.25,15.2,15.2,15.18,2236,0.34,23, -, -
HMVL, EQ, 18-Sep-2019,77.75,77,79.5,75.65,76,76.2,76.95,2981,2.29,188,1631,54.71
HNDFDS, BE, 18-Sep-2019,470,470,488,446.5,485,485,465.88,2690,12.53,36, -, -
HNGSNGBEES, EQ, 18-Sep-2019,3354,3300,3300,3200,3205,3205,3223.5,10,0.32,10,9,90
HONAUT, EQ, 18-Sep-2019,26562.5,26679,26725,25500,25550,25624.45,25700.52,7365,1892.84,702,6789,92.18
HONDAPOWER, EQ, 18-Sep-2019,1016.15,1016.15,1017,985.5,998,996.6,1006.22,1694,17.05,193,707,41.74
HOTELEELA, EQ, 18-Sep-2019,7.6,8.2,8.6,7.2,7.9,7.95,8.08,862496,69.68,3636,308326,35.75
HOVS, EQ, 18-Sep-2019,82,86.1,86.1,86.1,86.1,86.1,86.1,3773,3.25,24,3773,100
HPL, EQ, 18-Sep-2019,45.45,45.5,47,44.5,45,44.9,45.63,14287,6.52,288,7824,54.76
HSCL, EQ, 18-Sep-2019,77.55,78,79,75.5,76.65,76.6,77.28,443238,342.54,3922,169609,38.27
HSIL, EQ, 18-Sep-2019,46.05,46.5,47.1,45.75,46,45.95,46.12,90065,41.53,489,71927,79.86
HTMEDIA, EQ, 18-Sep-2019,22.5,22.75,23.05,21.9,21.95,21.95,22.07,97296,21.47,355,86439,88.84
HUBTOWN, EQ, 18-Sep-2019,15.5,15.15,16.2,15.1,15.3,15.15,15.33,14086,2.16,97,10977,77.93
HUDCO, EQ, 18-Sep-2019,36.75,36.9,37.45,36.4,37.05,36.8,36.87,695214,256.31,3046,184872,26.59
HUDCO, N2, 18-Sep-2019,1206.99,1215,1215,1210,1210,1210,1212.5,100,1.21,3,50,50
HUDCO, N3, 18-Sep-2019,1097.15,1102.5,1102.5,1094.15,1094.15,1094.15,1100.94,123,1.35,2,123,100
HUDCO, N5, 18-Sep-2019,1158.05,1160,1160,1160,1160,1160,1160,1000,11.6,1,1000,100
HUDCO, N7, 18-Sep-2019,1125,1125,1125,1125,1125,1125,1125,10,0.11,1,10,100
HUDCO, N8, 18-Sep-2019,1204.69,1207.99,1207.99,1194,1194,1194,1198.66,30,0.36,3,10,33.33
HUDCO, N9, 18-Sep-2019,1215,1205,1205,1205,1205,1205,1205,1,0.01,1,1,100
HUDCO, NE, 18-Sep-2019,1394.8,1385,1385,1383,1383,1383,1384.2,358,4.96,30,303,84.64
IBMFNIFTY, EQ, 18-Sep-2019,106.75,106.76,108.5,104.01,104.16,106.32,105.38,171,0.18,17,131,76.61
IBREALEST, EQ, 18-Sep-2019,62.3,63,63.85,57,60.3,60.6,59.77,12524938,7486.58,75470,5716507,45.64
IBUCCREDIT, N6, 18-Sep-2019,901,865.01,865.01,865,865,865,865,110,0.95,4,110,100
IBUCCREDIT, N9, 18-Sep-2019,860,840,840,840,840,840,840,100,0.84,1,100,100
IBUCCREDIT, NB, 18-Sep-2019,774.42,800,800,770,770,770,792.84,267,2.12,11,260,97.38
IBULHSGFIN, EQ, 18-Sep-2019,429.15,436,438.7,411.35,417.2,419.25,426.83,11972390,51101.94,171706,1032450,8.62
IBULHSGFIN, NA, 18-Sep-2019,800.22,823.99,823.99,823.99,823.99,823.99,823.99,1,0.01,1,1,100
IBULISL, EQ, 18-Sep-2019,102.1,104,107.2,100,107.2,107.2,106.18,191487,203.33,1636,94209,49.2
IBVENTURES, E3, 18-Sep-2019,71.15,70.1,73.4,68.25,69.9,69.4,72.35,3456,2.5,56,2649,76.65
IBVENTURES, EQ, 18-Sep-2019,173.25,175.95,178.45,165.1,165.8,166.8,172.42,2002597,3452.86,25826,564500,28.19
ICEMAKE, SM, 18-Sep-2019,63.15,62.25,62.9,61.95,62.45,62.45,62.12,36000,22.36,18,28000,77.78
ICFL, N1, 18-Sep-2019,925,900,925,900,925,925,913.54,103,0.94,5,93,90.29
ICFL, N2, 18-Sep-2019,910.2,910,910,910,910,910,910,280,2.55,6,250,89.29
ICFL, N4, 18-Sep-2019,905,899,899,899,899,899,899,6,0.05,1,6,100
ICFL, N8, 18-Sep-2019,910,910,910,910,910,910,910,2,0.02,2,2,100
ICFL, N9, 18-Sep-2019,950,950,950,950,950,950,950,100,0.95,2,100,100
ICFL, NC, 18-Sep-2019,870,850,850,850,850,850,850,50,0.43,2,50,100
ICICI500, EQ, 18-Sep-2019,143.32,144.28,144.28,143,143.71,143.71,143.94,57814,83.21,57,57658,99.73
ICICIB22, EQ, 18-Sep-2019,33.45,33.74,33.74,33.17,33.31,33.45,33.31,86215,28.72,7508,51567,59.81
ICICIBANK, EQ, 18-Sep-2019,400.65,405.45,405.45,396.5,399.25,399.35,400.63,18477377,74025.59,196466,7366217,39.87
ICICIBANKN, EQ, 18-Sep-2019,271.24,272.41,275.08,271.31,271.31,271.54,272.51,541,1.47,15,392,72.46
ICICIBANKP, EQ, 18-Sep-2019,151.9,149,155,149,151.87,151.76,152.08,539,0.82,32,428,79.41
ICICIGI, EQ, 18-Sep-2019,1133.25,1136.3,1159,1132.25,1157,1154.85,1146.84,421923,4838.79,16072,293665,69.6
ICICIGOLD, EQ, 18-Sep-2019,34.1,35.5,35.65,33.4,34.1,34.05,34.17,68755,23.49,411,63916,92.96
ICICILIQ, EQ, 18-Sep-2019,999.99,1000,1000,999.99,1000,1000,1000,8624,86.24,27,4510,52.3
ICICILOVOL, EQ, 18-Sep-2019,86.22,90.7,90.7,85.64,86.37,86.37,87.76,1761,1.55,58,1042,59.17
ICICIMCAP, EQ, 18-Sep-2019,59.26,59,62,59,59.53,59.52,59.25,27116,16.07,57,27028,99.68
ICICINF100, EQ, 18-Sep-2019,117.42,117.66,117.93,117.25,117.66,117.66,117.63,491,0.58,20,409,83.3
ICICINIFTY, EQ, 18-Sep-2019,114.01,113,114.94,113,114.25,113.94,114.09,42469,48.45,3468,28751,67.7
ICICINV20, EQ, 18-Sep-2019,54.06,56,56,53.8,54.44,54.32,54.15,7464,4.04,2587,4326,57.96
ICICINXT50, EQ, 18-Sep-2019,26.21,26.88,26.88,26.2,26.4,26.48,26.34,32920,8.67,156,31661,96.18
ICICIPRULI, EQ, 18-Sep-2019,416.45,418.1,423.35,418.05,422.35,421.6,420.87,2150947,9052.76,57382,1325273,61.61
ICICISENSX, EQ, 18-Sep-2019,389.48,389.43,390.61,387.88,388.05,388.08,388.61,75,0.29,10,50,66.67
ICIL, EQ, 18-Sep-2019,47.5,47.65,52.5,47.3,50,50,49.79,743708,370.3,3935,526941,70.85
ICRA, EQ, 18-Sep-2019,3002.35,2992.1,3055.95,2991.05,3050,3030.6,3021.36,421,12.72,195,198,47.03
ICSA, BZ, 18-Sep-2019,0.8,0.75,0.75,0.75,0.75,0.75,0.75,2205,0.02,3, -, -
IDBI, EQ, 18-Sep-2019,27.65,27.8,28.35,27.3,27.75,27.8,27.73,3762108,1043.15,11606,821474,21.84
IDBIGOLD, EQ, 18-Sep-2019,3481.15,3578.95,3578.95,3433,3490,3490,3488.76,88,3.07,14,52,59.09
IDEA, EQ, 18-Sep-2019,5.1,5.05,5.1,4.8,4.9,4.85,4.96,85057239,4215.62,97962,31887138,37.49
IDFC, EQ, 18-Sep-2019,34.3,34.3,34.7,33.95,34.35,34.1,34.33,641290,220.17,6176,322260,50.25
IDFCEOS5RG, MF, 18-Sep-2019,10.63,9.57,9.57,9.57,9.57,9.57,9.57,1,0,1,1,100
IDFCFIRSTB, EQ, 18-Sep-2019,41.7,41.9,42.2,41.25,41.35,41.5,41.64,9805065,4082.71,17393,3547767,36.18
IDFCFIRSTB, N1, 18-Sep-2019,5142,5160,5170,5160,5170,5170,5160.91,22,1.14,3,22,100
IDFCFIRSTB, N2, 18-Sep-2019,9560,9520,9590,9517.51,9585,9585,9548.51,24,2.29,12,16,66.67
IDFCFIRSTB, N5, 18-Sep-2019,4990,5010,5010,5010,5010,5010,5010,4,0.2,1,4,100
IDFCFIRSTB, N6, 18-Sep-2019,9250,9399,9399.99,9251,9399.99,9399.99,9380.87,8,0.75,5,8,100
IDFCFIRSTB, N8, 18-Sep-2019,9390,9400,9400,9400,9400,9400,9400,1,0.09,1,1,100
IDFCFIRSTB, N9, 18-Sep-2019,5155,5135,5155,5135,5155,5155,5148.86,14,0.72,3,14,100
IDFCFIRSTB, NA, 18-Sep-2019,9350.5,9356,9357,9356,9357,9357,9356.63,16,1.5,4,10,62.5
IDFCFIRSTB, NB, 18-Sep-2019,5056.75,5025,5025,5025,5025,5025,5025,4,0.2,1,4,100
IDFCFIRSTB, NC, 18-Sep-2019,8882.01,8700,8910,8700,8910,8910,8861.67,18,1.6,7,16,88.89
IDFNIFTYET, EQ, 18-Sep-2019,112.52,113,113,112.99,112.99,112.99,113,57,0.06,6,57,100
IEX, EQ, 18-Sep-2019,118.3,119.85,122.8,116.85,120.85,120.9,120.57,378160,455.94,5603,225804,59.71
IFBAGRO, EQ, 18-Sep-2019,402.3,414.75,424,395,402.9,402.4,409.18,7027,28.75,645,3506,49.89
IFBIND, EQ, 18-Sep-2019,658,662,672.7,651.05,652.05,660.75,663.32,2233,14.81,274,1292,57.86
IFCI, EQ, 18-Sep-2019,7.65,7.75,7.8,7.4,7.7,7.6,7.59,732132,55.56,5089,378298,51.67
IFCI, NC, 18-Sep-2019,1070,1070,1070,1070,1070,1070,1070,50,0.54,1,50,100
IFCI, NF, 18-Sep-2019,1030,1030.1,1035,1030.1,1035,1035,1032.6,105,1.08,6,105,100
IFCI, NG, 18-Sep-2019,1405.01,1490,1490,1490,1490,1490,1490,30,0.45,1,30,100
IFCI, NH, 18-Sep-2019,1026,1026,1031,1026,1031,1030.73,1029.52,207,2.13,5,207,100
IFCI, NL, 18-Sep-2019,971,978.99,978.99,978.99,978.99,978.99,978.99,100,0.98,1,100,100
IFGLEXPOR, EQ, 18-Sep-2019,160.05,161.95,165.5,161.95,163.45,163.15,163.79,811,1.33,133,578,71.27
IGARASHI, EQ, 18-Sep-2019,200.2,200.5,204.75,191,191.9,192.45,195.72,35963,70.39,1245,25548,71.04
IGL, EQ, 18-Sep-2019,332.35,330.35,333.75,327.1,331.2,332.3,330.4,841670,2780.89,26552,313747,37.28
IGPL, EQ, 18-Sep-2019,171.3,173.3,179.9,165.6,171.3,171.25,173.41,50005,86.72,1137,20751,41.5
IIFCL, N2, 18-Sep-2019,1160,1161,1161,1160,1160,1160,1160.39,584,6.78,5,584,100
IIFCL, N4, 18-Sep-2019,1355.9,1355.9,1360,1355.9,1360,1360,1357.27,300,4.07,2,300,100
IIFL, EQ, 18-Sep-2019,113.2,114.5,116.95,113.25,114.95,114,115.04,46799,53.84,2075,31838,68.03
IIFLFIN, ND, 18-Sep-2019,914.56,920,920,920,920,920,920,2,0.02,1,2,100
IIFLFIN, NF, 18-Sep-2019,939.99,939,940,935,935,937,938.87,1645,15.44,26,1645,100
IIFLFIN, NG, 18-Sep-2019,920,901,920.1,901,920.1,920.1,919.82,102,0.94,4,101,99.02
IIFLFIN, NH, 18-Sep-2019,960,940,950,915.03,915.03,915.03,933.46,29,0.27,3,29,100
IIFLFIN, NJ, 18-Sep-2019,948.1,984,984,949.01,950,950.37,950.16,76,0.72,10,76,100
IIFLFIN, NK, 18-Sep-2019,985,999,999,889,995,995,982.99,687,6.75,20,272,39.59
IIFLFIN, NN, 18-Sep-2019,958.2,958.2,959,958.2,959,959,958.61,1515,14.52,4,1515,100
IIHFL, N2, 18-Sep-2019,990,994,1005,993.1,1005,1005,994.96,1053,10.48,21,1053,100
IIHFL, N3, 18-Sep-2019,1854.9,1800,1820.15,1800,1820.15,1819.31,1803.48,61,1.1,6,61,100
IITL, BE, 18-Sep-2019,59.25,60,60.05,60,60.05,60.05,60.05,90,0.05,3, -, -
IL&FSENGG, BZ, 18-Sep-2019,3.95,4.1,4.1,3.95,4.1,4.1,4.09,20388,0.83,48, -, -
IL&FSTRANS, BZ, 18-Sep-2019,1.85,1.9,1.9,1.9,1.9,1.9,1.9,4180,0.08,14, -, -
IMFA, EQ, 18-Sep-2019,186.75,192.6,193.85,187.3,190,189.75,190.05,15881,30.18,431,12124,76.34
IMPAL, EQ, 18-Sep-2019,911.5,931.3,938,902,922,920.15,920.34,1303,11.99,134,798,61.24
IMPEXFERRO, BE, 18-Sep-2019,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1,0,1, -, -
INDBANK, EQ, 18-Sep-2019,7.85,8,8.25,7.6,8,8,7.95,6992,0.56,154,3653,52.25
INDHOTEL, EQ, 18-Sep-2019,130.05,134.75,136.4,131.8,133.8,134.1,133.91,2925597,3917.65,29934,1499661,51.26
INDIACEM, EQ, 18-Sep-2019,85.05,85.1,86.75,84.1,84.35,84.65,85.13,1248838,1063.13,11603,502725,40.26
INDIAGLYCO, EQ, 18-Sep-2019,223.25,224,236.8,221.75,233.5,232.25,229.78,141109,324.24,5080,48146,34.12
INDIAMART, EQ, 18-Sep-2019,1691.9,1707,1783.4,1699.9,1750,1745.35,1742.71,131686,2294.9,16571,48949,37.17
INDIANB, EQ, 18-Sep-2019,159.4,160.75,162.3,158.1,158.2,159.1,160.1,628244,1005.79,8729,103730,16.51
INDIANCARD, BE, 18-Sep-2019,122.95,116.85,128.5,116.85,120,120,118.59,49,0.06,4, -, -
INDIANHUME, EQ, 18-Sep-2019,268.5,268.55,273.5,267.5,267.5,268.6,269.31,14051,37.84,608,7775,55.33
INDIGO, EQ, 18-Sep-2019,1667.6,1686,1720,1673.1,1681.95,1677.8,1685.04,599249,10097.58,26224,87652,14.63
INDIGRID, IV, 18-Sep-2019,88,88.1,88.1,87.9,87.9,87.96,88,183708,161.66,25,183708,100
INDLMETER, EQ, 18-Sep-2019,19.45,19,20.15,18.8,20.05,19.75,19.39,3864,0.75,51,2618,67.75
INDNIPPON, EQ, 18-Sep-2019,336.4,346.8,351,342.3,342.3,346.7,347.88,2584,8.99,228,2153,83.32
INDOCO, EQ, 18-Sep-2019,157,158.65,160.8,155.75,156.8,156.6,158.18,6543,10.35,429,3540,54.1
INDORAMA, EQ, 18-Sep-2019,31.85,31.7,32.8,31.15,32.8,32.7,32.04,10439,3.34,128,6783,64.98
INDOSOLAR, BZ, 18-Sep-2019,0.4,0.45,0.45,0.4,0.45,0.45,0.42,74199,0.31,41, -, -
INDOSTAR, EQ, 18-Sep-2019,262.35,260.15,265,248,249.5,250.3,255.74,79205,202.56,5872,59690,75.36
INDOTECH, EQ, 18-Sep-2019,88.1,87,90.3,87,90,90.15,89.41,168,0.15,14,162,96.43
INDOTHAI, EQ, 18-Sep-2019,25.7,25.7,28.35,24.6,25.7,25.6,25.71,1611,0.41,81,774,48.04
INDOWIND, EQ, 18-Sep-2019,3,3,3.1,3,3.05,3,3.05,4472,0.14,29,3802,85.02
INDRAMEDCO, EQ, 18-Sep-2019,36.7,37.05,37.35,36.8,37.1,36.9,36.99,25593,9.47,377,22273,87.03
INDSWFTLAB, BE, 18-Sep-2019,45.45,45.5,45.9,44.8,45,45.4,45.47,59734,27.16,302, -, -
INDSWFTLTD, EQ, 18-Sep-2019,4.85,5,5.05,4.9,5.05,5.05,5.03,9624,0.48,41,7675,79.75
INDTERRAIN, EQ, 18-Sep-2019,90.15,91.85,96.95,91.05,92,92,92.07,23291,21.44,334,22458,96.42
INDUSINDBK, EQ, 18-Sep-2019,1332.6,1340,1349,1321.8,1333.45,1330.4,1336.71,3466276,46333.96,104273,987785,28.5
INEOSSTYRO, EQ, 18-Sep-2019,640.1,647,647,640,644.5,640.9,643.38,3695,23.77,1754,3131,84.74
INFIBEAM, EQ, 18-Sep-2019,39.65,39.55,40,39.1,39.45,39.5,39.45,809378,319.34,2399,415603,51.35
INFOBEAN, EQ, 18-Sep-2019,61.5,61.5,62.9,60.15,62.5,61.85,61.8,418,0.26,49,224,53.59
INFRABEES, EQ, 18-Sep-2019,310.75,313.19,313.19,309.17,310.15,310.15,309.79,394,1.22,10,263,66.75
INFRATEL, EQ, 18-Sep-2019,250.2,251.3,255.75,249.25,254.7,253.5,251.75,2615368,6584.17,38293,1729371,66.12
INFY, EQ, 18-Sep-2019,831.25,829.9,832.95,824,831.45,829.85,828.68,3199389,26512.74,115862,1381310,43.17
INGERRAND, EQ, 18-Sep-2019,598.25,599.85,602.7,597.05,600.2,599.75,600.1,2945,17.67,241,1839,62.44
INNOVANA, SM, 18-Sep-2019,289.35,303.8,303.8,274.9,299.9,287.4,294,3600,10.58,9,2800,77.78
INOXLEISUR, EQ, 18-Sep-2019,298.05,310,346.4,298.15,302.15,301,307.47,249516,767.19,9540,71624,28.71
INOXWIND, EQ, 18-Sep-2019,39.25,39.25,41,36.5,37.9,37.45,39.14,61088,23.91,831,41348,67.69
INSECTICID, EQ, 18-Sep-2019,607,597.95,611.95,597.95,601.5,600.85,604.46,3689,22.3,453,2107,57.12
INSPIRISYS, EQ, 18-Sep-2019,44.1,43.05,45.7,42,45,45.2,44.97,4813,2.16,79,3164,65.74
INTEGRA, BE, 18-Sep-2019,0.3,0.25,0.25,0.25,0.25,0.25,0.25,56211,0.14,22, -, -
INTELLECT, EQ, 18-Sep-2019,214.45,215.1,219.35,212.3,213.35,213.95,215.15,87163,187.53,2104,31001,35.57
INTENTECH, EQ, 18-Sep-2019,30.15,29.15,31,27.3,30.7,29.5,29.28,19015,5.57,199,12167,63.99
INVENTURE, EQ, 18-Sep-2019,11.2,10.95,11.2,10.6,10.95,11,11.09,29660,3.29,135,12515,42.19
IOB, EQ, 18-Sep-2019,9.9,9.95,10,9.75,9.85,9.8,9.87,555117,54.78,1175,265451,47.82
IOC, EQ, 18-Sep-2019,125.2,127.6,128.6,125.3,128,128.15,127.27,12151518,15465.69,65154,1944952,16.01
IOLCP, EQ, 18-Sep-2019,181.9,184.25,185,179,181.5,180.7,182.12,145840,265.6,2014,65428,44.86
IPAPPM, EQ, 18-Sep-2019,448.5,448.45,448.85,448.35,448.75,448.65,448.54,79290,355.65,382,72935,91.99
IPCALAB, EQ, 18-Sep-2019,930.15,934,952.9,925.65,947,948,943.44,86139,812.67,22704,50954,59.15
IRB, EQ, 18-Sep-2019,80,81.75,82.85,80.05,80.5,80.65,80.9,522819,422.96,5152,176561,33.77
IRBINVIT, IV, 18-Sep-2019,63.63,63.63,63.64,63.5,63.59,63.59,63.56,80000,50.85,16,80000,100
IRCON, EQ, 18-Sep-2019,340.25,341.7,354,341.7,346.55,348.8,346.59,55702,193.06,1103,35321,63.41
IREDA, N4, 18-Sep-2019,1130,1131,1135,1131,1135,1133,1133,80,0.91,4,80,100
IREDA, N5, 18-Sep-2019,1290,1290,1290,1290,1290,1290,1290,1,0.01,1,1,100
IRFC, N1, 18-Sep-2019,1135.1,1132.2,1135,1130.5,1130.5,1132.45,1132.42,680,7.7,8,680,100
IRFC, N2, 18-Sep-2019,1221.57,1235,1237,1235,1237,1237,1235.83,6,0.07,6,6,100
IRFC, N3, 18-Sep-2019,1115.08,1110,1110,1108,1108,1108.35,1108.36,320,3.55,3,320,100
IRFC, N4, 18-Sep-2019,1170.5,1170.1,1170.1,1170,1170,1170,1170.02,500,5.85,2,500,100
IRFC, N5, 18-Sep-2019,1099.1,1096,1098,1096,1098,1098,1097,4,0.04,2,2,50
IRFC, N7, 18-Sep-2019,1135,1130.01,1130.01,1130.01,1130.01,1130.01,1130.01,398,4.5,1,398,100
IRFC, N9, 18-Sep-2019,1210,1145,1175,1145,1175,1175,1145.3,505,5.78,5,505,100
IRFC, NA, 18-Sep-2019,1245.1,1298.99,1298.99,1269,1269,1269,1269.17,352,4.47,2,352,100
IRFC, ND, 18-Sep-2019,1127.85,1150,1150,1135,1135,1140.41,1142.81,400,4.57,6,400,100
IRFC, NE, 18-Sep-2019,1289,1290,1290,1282.8,1284,1284,1283.49,510,6.55,4,510,100
IRFC, NJ, 18-Sep-2019,1218,1218.1,1225,1218.1,1225,1225,1224.57,161,1.97,4,161,100
IRFC, NK, 18-Sep-2019,1241.44,1242.4,1243.5,1220.01,1220.01,1234.3,1234.86,952,11.76,8,951,99.89
IRFC, NN, 18-Sep-2019,1135.1,1135.1,1135.1,1135.1,1135.1,1135.1,1135.1,50,0.57,1,50,100
IRFC, NO, 18-Sep-2019,1226.21,1232,1232,1225.35,1232,1232,1229.19,537,6.6,5,337,62.76
ISEC, EQ, 18-Sep-2019,226.85,228.55,234.65,223,232.25,232.3,229.59,115913,266.13,3655,75428,65.07
ISFT, BE, 18-Sep-2019,91.75,87.2,93.4,87.2,87.5,87.5,92.98,512,0.48,13, -, -
ISMTLTD, EQ, 18-Sep-2019,4.55,4.4,4.7,4,4.35,4.35,4.28,140782,6.02,143,135470,96.23
ITC, EQ, 18-Sep-2019,237.2,237.7,242.3,234.05,238.9,239.25,237.53,19956339,47403.01,175188,8881408,44.5
ITDC, EQ, 18-Sep-2019,250,248.8,249,225,225.6,225.9,232.14,186324,432.53,7035,42655,22.89
ITDCEM, EQ, 18-Sep-2019,67.05,67.25,68.15,62.5,64.15,64.15,65.41,235840,154.26,2572,148121,62.81
