SYMBOL, SERIES, DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY, DELIV_PER
20MICRONS, EQ,18-Sep-19,35.6,36.4,36.4,35,36,35.8,35.78,17255,6.17,328,12835,74.38
21STCENMGM, EQ, 18-Sep-2019,12.3,12.3,12.3,12.2,12.2,12.2,12.23,4,0,2,4,100
3IINFOTECH, EQ, 18-Sep-2019,2.25,2.25,2.45,2.25,2.45,2.4,2.33,910187,21.22,453,540423,59.37
3MINDIA, EQ, 18-Sep-2019,19207.1,19400,19499.7,18905.05,18995,19170.3,19338.84,5019,970.62,1459,3423,68.2
3PLAND, EQ, 18-Sep-2019,6.15,5.85,5.85,5.85,5.85,5.85,5.85,10,0,1,10,100
5PAISA, EQ, 18-Sep-2019,137.6,138.05,142.35,134.2,139.2,139.7,138.87,4444,6.17,252,2474,55.67
63MOONS, EQ, 18-Sep-2019,133.7,139,140.35,135.5,140.35,140.35,139.62,646434,902.54,4729,219055,33.89
726GS2029, GS, 18-Sep-2019,95,99,99,96,96,96,97.5,200,0.2,2,200,100
757GS2033, GS, 18-Sep-2019,100,104,104,104,104,104,104,500,0.52,1,500,100
769GS2043, GS, 18-Sep-2019,100,100,100,100,100,100,100,100,0.1,3,100,100
808GS2022, GS, 18-Sep-2019,105.5,100.29,100.29,100.29,100.29,100.29,100.29,1,0,1,1,100
8KMILES, EQ, 18-Sep-2019,68.15,68.8,68.8,64.75,64.75,64.75,65.56,84634,55.49,846,61090,72.18
A2ZINFRA, EQ, 18-Sep-2019,10.1,10.2,10.35,10.1,10.15,10.15,10.19,95703,9.75,190,56998,59.56
AARON, SM, 18-Sep-2019,45,45.3,45.3,45.3,45.3,45.3,45.3,3300,1.49,1,3300,100
AARTIDRUGS, EQ, 18-Sep-2019,439.9,443.4,476.55,439,455.75,455.4,461.42,25341,116.93,2159,8258,32.59
AARTIIND, EQ, 18-Sep-2019,1545.6,1558,1563,1525.2,1558,1559.5,1549.54,42095,652.28,4315,24439,58.06
AARVEEDEN, EQ, 18-Sep-2019,17.3,17.95,18.95,17.15,17.75,17.5,17.83,6153,1.1,235,3851,62.59
AARVI, SM, 18-Sep-2019,28.5,29.9,29.9,29.9,29.9,29.9,29.9,6000,1.79,3,6000,100
AAVAS, EQ, 18-Sep-2019,1481.65,1485,1539,1451,1468,1471.75,1486.65,16866,250.74,2313,5894,34.95
ABAN, EQ, 18-Sep-2019,32.35,33.4,33.95,32.5,33.95,33.95,33.71,213510,71.97,1417,122735,57.48
ABB, EQ, 18-Sep-2019,1336.25,1333.1,1339.5,1324,1326,1325.9,1329.97,26589,353.63,1909,17343,65.23
ABBOTINDIA, EQ, 18-Sep-2019,9746,9775,9960,9775,9941.8,9936.15,9919.52,13899,1378.71,3096,10376,74.65
ABCAPITAL, EQ, 18-Sep-2019,91.5,92.15,92.55,90.45,90.8,90.8,91.26,724851,661.47,7038,411990,56.84
ABFRL, EQ, 18-Sep-2019,184.4,185.55,189.5,184.5,189.15,188.7,187.99,423694,796.52,9538,281390,66.41
ABSLNN50ET, EQ, 18-Sep-2019,261.95,261,261,260,260.61,260.61,260.06,5025,13.07,788,4990,99.3
ABSLRIF6RG, MF, 18-Sep-2019,6.75,6.3,6.54,6.3,6.54,6.54,6.52,11000,0.72,14,11000,100
ACC, EQ, 18-Sep-2019,1491.65,1493.5,1510,1488,1491,1490.7,1498.89,693925,10401.19,27015,169355,24.41
ACCELYA, EQ, 18-Sep-2019,850.45,851.3,861.25,850,853.7,850.1,850.35,4131,35.13,162,3723,90.12
ACCURACY, SM, 18-Sep-2019,34,35,35.7,35,35.6,35.65,35.38,6400,2.26,4,1600,25
ACE, EQ, 18-Sep-2019,66.2,66.6,68.4,66.35,66.55,66.65,67.11,107584,72.2,2164,38968,36.22
ACEINTEG, SM, 18-Sep-2019,25.7,24.5,24.5,24.5,24.5,24.5,24.5,3000,0.74,1,3000,100
ADANIENT, EQ, 18-Sep-2019,143.75,144,146,142.1,145,144.15,144.15,3465608,4995.5,18688,381321,11
ADANIGAS, EQ, 18-Sep-2019,139.5,140.95,141.5,138,138.3,138.35,139.57,227492,317.5,2621,121224,53.29
ADANIGREEN, EQ, 18-Sep-2019,54.85,55.6,55.7,52,52.85,53.05,53.76,1049757,564.3,5439,305790,29.13
ADANIPORTS, EQ, 18-Sep-2019,365.3,365,368.3,364.2,366.6,366.35,366.22,1469778,5382.64,21819,534722,36.38
ADANIPOWER, EQ, 18-Sep-2019,63.8,64.4,64.95,62.95,64.35,64.25,64,9861516,6311.15,37135,1246687,12.64
ADANITRANS, EQ, 18-Sep-2019,222.45,220.45,227,220.45,224,223.7,224.64,48095,108.04,1245,20510,42.64
ADFFOODS, EQ, 18-Sep-2019,272.4,273.5,291.7,273.5,284,281.15,285.74,146660,419.06,6035,37648,25.67
ADHUNIK, BE, 18-Sep-2019,1.1,1.1,1.1,1.05,1.05,1.05,1.07,18481,0.2,29, -, -
ADHUNIKIND, EQ, 18-Sep-2019,88.9,89.2,90,88,89.35,89.15,89.05,49167,43.79,354,33709,68.56
ADLABS, EQ, 18-Sep-2019,3.4,3.3,3.5,3.3,3.3,3.3,3.32,49104,1.63,215,39497,80.44
ADORWELD, EQ, 18-Sep-2019,311,312,315.5,305,306.15,306.85,309.31,5456,16.88,367,3408,62.46
ADROITINFO, BE, 18-Sep-2019,9,9.45,9.45,8.6,9.3,9.3,9.15,3229,0.3,18, -, -
ADSL, EQ, 18-Sep-2019,13.5,13.55,14.3,13.5,14.3,14.25,14.03,62949,8.83,188,36473,57.94
ADVANIHOTR, EQ, 18-Sep-2019,54.1,63.5,64.4,57,61.45,60.2,61.25,127724,78.23,1918,35071,27.46
ADVENZYMES, EQ, 18-Sep-2019,164.95,164.55,168.7,162.05,167,167.15,166.34,66994,111.44,1467,26001,38.81
AEGISCHEM, EQ, 18-Sep-2019,186.4,186.5,189.6,182.2,183.5,183.35,185.02,66435,122.92,2066,41116,61.89
AFFLE, EQ, 18-Sep-2019,929.75,934.9,958.8,895.9,948,948.6,930.7,91070,847.59,4076,46769,51.36
AGARIND, EQ, 18-Sep-2019,125.65,125.15,126,122.65,124,124.1,124.62,3929,4.9,179,3580,91.12
AGCNET, BE, 18-Sep-2019,117.5,117.5,121,112.05,121,120.75,119.21,2053,2.45,27, -, -
AGLSL, EQ, 18-Sep-2019,48.65,49.85,51,49.7,51,50.8,50.36,708,0.36,19,361,50.99
AGRITECH, EQ, 18-Sep-2019,50.35,50.55,53,50.55,51,51.05,51.74,11371,5.88,344,6385,56.15
AGROPHOS, EQ, 18-Sep-2019,90,90,94.5,90,94.5,93.9,91.92,33524,30.81,431,7118,21.23
AHIMSA, SM, 18-Sep-2019,31.55,31.6,31.6,31.6,31.6,31.6,31.6,6000,1.9,1,6000,100
AHLEAST, EQ, 18-Sep-2019,172.95,179,204.1,178,179,182.35,187.01,27101,50.68,671,13843,51.08
AHLUCONT, EQ, 18-Sep-2019,321.7,331.8,333.85,311.35,318.8,320.9,327.05,37556,122.83,1435,7092,18.88
AHLWEST, EQ, 18-Sep-2019,339.95,349.9,349.9,322.2,322.3,326.2,328.8,1576,5.18,67,167,10.6
AIAENG, EQ, 18-Sep-2019,1628.85,1649.8,1650,1622.75,1645.55,1649.7,1647.5,37933,624.95,2249,27055,71.32
AIONJSW, EQ, 18-Sep-2019,13.85,13.95,14.05,12.9,13.15,13.15,13.35,75570,10.09,395,56347,74.56
AIRAN, EQ, 18-Sep-2019,14.15,14.8,14.8,14,14.2,14.25,14.48,68553,9.93,95,65679,95.81
AJANTPHARM, EQ, 18-Sep-2019,1047,1047,1065,1034.5,1061,1059.9,1052.31,87455,920.3,7798,20669,23.63
AJMERA, EQ, 18-Sep-2019,127.75,129.75,136.8,127.15,133.7,133.75,134.18,122027,163.74,2272,26360,21.6
AKG, SM, 18-Sep-2019,31.65,31.4,31.4,31.4,31.4,31.4,31.4,4000,1.26,1,4000,100
AKSHARCHEM, EQ, 18-Sep-2019,233.9,233.5,241.95,219,220,221.6,227.94,9917,22.6,804,6566,66.21
AKSHOPTFBR, EQ, 18-Sep-2019,9,9.15,9.3,8.6,8.9,8.95,8.87,142985,12.68,321,102964,72.01
AKZOINDIA, EQ, 18-Sep-2019,1706.4,1710,1720,1695,1696,1698.55,1705.58,13726,234.11,649,12270,89.39
ALANKIT, EQ, 18-Sep-2019,22.5,23.65,23.65,22.15,22.75,22.95,22.91,128768,29.5,1078,24144,18.75
ALBERTDAVD, EQ, 18-Sep-2019,362.4,366,375.4,365.5,372.9,370.8,370.61,2436,9.03,178,1725,70.81
ALBK, EQ, 18-Sep-2019,32.55,32.55,32.9,31.3,31.65,31.65,32.03,906494,290.34,5461,395724,43.65
ALCHEM, BE, 18-Sep-2019,1.05,1.1,1.1,1.05,1.05,1.05,1.07,2511,0.03,10, -, -
ALEMBICLTD, EQ, 18-Sep-2019,47,47.05,48.6,46.45,48.3,48.3,47.56,111022,52.8,658,76030,68.48
ALICON, EQ, 18-Sep-2019,365.85,382.8,382.8,360,363.5,367.95,366.06,18438,67.49,232,15471,83.91
ALKALI, EQ, 18-Sep-2019,48.75,49.25,50.6,44.4,45.7,45.9,46.05,28112,12.95,487,16847,59.93
ALKEM, EQ, 18-Sep-2019,1838.7,1865,1930,1855,1902,1896.25,1903.8,72262,1375.72,6318,36084,49.93
ALKYLAMINE, EQ, 18-Sep-2019,786.2,785.9,794.9,775.05,775.1,786.45,789.43,1397,11.03,136,1116,79.89
ALLCARGO, EQ, 18-Sep-2019,101.1,101.85,102.6,99,100,100.3,100.88,51457,51.91,1071,27970,54.36
ALLSEC, EQ, 18-Sep-2019,302.5,308.8,308.8,279.3,304.9,300.15,300.71,645,1.94,226,358,55.5
ALMONDZ, EQ, 18-Sep-2019,9.85,10.3,10.3,10.3,10.3,10.3,10.3,205,0.02,3,205,100
ALOKTEXT, EQ, 18-Sep-2019,2.1,2.2,2.2,2.05,2.1,2.1,2.13,9257565,196.78,3838,4359228,47.09
ALPA, EQ, 18-Sep-2019,15.55,16.2,16.5,15.65,15.75,15.75,16.12,25964,4.18,222,14254,54.9
ALPHAGEO, EQ, 18-Sep-2019,239.9,249.9,249.9,235.4,239.5,239.1,240.69,14975,36.04,503,11206,74.83
ALPSINDUS, BE, 18-Sep-2019,0.35,0.4,0.4,0.35,0.35,0.35,0.38,7285,0.03,15, -, -
AMARAJABAT, EQ, 18-Sep-2019,631.45,631.45,640.95,624.4,634.2,631.95,633.54,319386,2023.44,8336,66736,20.9
AMBER, EQ, 18-Sep-2019,822.8,828,848.9,814.55,821,823.65,827.51,8119,67.19,893,2960,36.46
AMBIKCO, EQ, 18-Sep-2019,937.25,956.95,956.95,942.05,944.5,945.15,948.52,1555,14.75,231,1205,77.49
AMBUJACEM, EQ, 18-Sep-2019,194.35,195,196.7,194.1,195.7,195.8,195.53,2266964,4432.56,18464,848958,37.45
AMDIND, EQ, 18-Sep-2019,17.15,16.8,17.65,16.8,17,17.15,17.32,3697,0.64,42,2752,74.44
AMJLAND, EQ, 18-Sep-2019,18.5,18.4,19.15,17.65,18.1,18,18.19,4630,0.84,80,3545,76.57
AMRUTANJAN, EQ, 18-Sep-2019,306.35,310,319.5,306.35,308.2,308.6,311.56,20629,64.27,1002,8299,40.23
ANANTRAJ, EQ, 18-Sep-2019,35.45,35.9,35.9,35,35.75,35.7,35.5,177281,62.94,590,130019,73.34
ANDHRABANK, EQ, 18-Sep-2019,19,19.15,19.15,18.1,18.45,18.5,18.76,534945,100.36,3154,279329,52.22
ANDHRACEMT, BE, 18-Sep-2019,3.75,3.9,3.9,3.6,3.6,3.6,3.78,107258,4.05,224, -, -
ANDHRSUGAR, EQ, 18-Sep-2019,297.85,301.95,303.8,295,297.65,299.15,299.88,13517,40.53,579,4801,35.52
ANIKINDS, EQ, 18-Sep-2019,7.9,7.75,8,7.55,8,7.9,7.77,4186,0.33,42,2885,68.92
ANKITMETAL, BE, 18-Sep-2019,0.5,0.45,0.5,0.45,0.5,0.5,0.46,3285,0.02,14, -, -
ANSALAPI, EQ, 18-Sep-2019,5.1,5.35,5.35,5.05,5.35,5.35,5.28,88442,4.67,139,69593,78.69
ANSALHSG, EQ, 18-Sep-2019,5.95,5.8,6.15,5.8,6.1,6.05,6.04,32044,1.94,170,27893,87.05
ANTGRAPHIC, BE, 18-Sep-2019,0.8,0.75,0.8,0.75,0.8,0.8,0.77,79346,0.61,31, -, -
ANUP, EQ, 18-Sep-2019,396.3,392.45,409,392.4,404,407.5,403.89,25461,102.83,784,22827,89.65
APARINDS, EQ, 18-Sep-2019,549.35,549.35,549.75,533,536,542.25,544.61,2888,15.73,555,1863,64.51
APCL, EQ, 18-Sep-2019,144.1,147.2,147.2,144,146,146.55,146.14,1527,2.23,38,1249,81.79
APCOTEXIND, EQ, 18-Sep-2019,197.25,205.6,205.6,195,195.3,196.2,197.69,6220,12.3,497,4478,71.99
APEX, EQ, 18-Sep-2019,240,242,249.9,232,249,247.3,242.82,77807,188.93,3350,29268,37.62
APLAPOLLO, EQ, 18-Sep-2019,1281.6,1289.3,1299,1281.15,1286.1,1290.75,1288.86,10260,132.24,1293,7572,73.8
APLLTD, EQ, 18-Sep-2019,495.05,497.65,525.75,495.2,520.25,520.55,518.01,95305,493.69,2472,35702,37.46
APOLLO, EQ, 18-Sep-2019,86.5,87,88.15,82.5,84.45,84.45,84.36,21335,18,565,9792,45.9
APOLLOHOSP, EQ, 18-Sep-2019,1415.05,1417,1444,1401.7,1432,1433.9,1421.18,790353,11232.37,44242,327340,41.42
APOLLOTYRE, EQ, 18-Sep-2019,177.75,177.65,181.9,177.5,179.65,179.85,180.14,3058152,5509.08,38636,1308304,42.78
APOLSINHOT, EQ, 18-Sep-2019,816.55,816.05,819.45,810,812.6,814.05,812.26,632,5.13,76,562,88.92
APTECHT, EQ, 18-Sep-2019,139.1,141.3,145.3,137.5,141.65,141.3,141.62,208367,295.09,4406,33738,16.19
ARCHIDPLY, EQ, 18-Sep-2019,29.2,29.45,29.95,28,28.5,28.5,28.62,4851,1.39,154,2703,55.72
ARCHIES, EQ, 18-Sep-2019,21.6,22.6,22.8,21.5,22.05,21.9,22.07,115845,25.56,694,59432,51.3
ARCOTECH, BE, 18-Sep-2019,2.35,2.25,2.45,2.25,2.45,2.45,2.37,12515,0.3,36, -, -
ARIES, EQ, 18-Sep-2019,68.3,68.55,69.5,65.25,66.95,66.7,66.93,39672,26.55,744,21509,54.22
ARIHANT, EQ, 18-Sep-2019,19.5,19,20.95,17.65,20.6,20.6,19.89,2173,0.43,39,1767,81.32
ARIHANTSUP, EQ, 18-Sep-2019,35.6,36.7,36.85,36.7,36.85,36.85,36.79,19823,7.29,54,18975,95.72
ARMANFIN, EQ, 18-Sep-2019,470.15,498.4,518.9,454,502,497.05,498.16,20323,101.24,1272,11414,56.16
AROGRANITE, EQ, 18-Sep-2019,45.1,46.6,46.6,42.65,43.7,44,45.05,4356,1.96,130,3077,70.64
ARROWGREEN, EQ, 18-Sep-2019,70.75,73,73,68.35,68.35,70.35,70.3,17869,12.56,93,17458,97.7
ARROWTEX, EQ, 18-Sep-2019,11.25,10.7,11.25,10.5,11,10.95,11.01,6331,0.7,66,4777,75.45
ARSHIYA, EQ, 18-Sep-2019,28.7,28.6,30.85,28.6,30.85,30.3,29.59,84046,24.87,417,58991,70.19
ARSSINFRA, EQ, 18-Sep-2019,28.1,27.5,28.9,26.7,26.7,27,26.87,23752,6.38,315,17538,73.84
ARTEDZ, SM, 18-Sep-2019,24,25,25,22.8,24.45,23.65,24.61,147000,36.18,10,126000,85.71
ARVIND, EQ, 18-Sep-2019,56.65,56.35,56.9,54.5,56.45,56.1,55.56,5787547,3215.8,15374,515428,8.91
ARVINDFASN, EQ, 18-Sep-2019,454.65,460,485,455.5,482,480.5,473.04,18920,89.5,1415,11909,62.94
ARVSMART, EQ, 18-Sep-2019,92,91.05,92,89,89.6,89.95,90.2,4192,3.78,202,2879,68.68
ASAHIINDIA, EQ, 18-Sep-2019,178.85,179.9,181.95,176.65,180.5,179.95,179.73,18261,32.82,398,16023,87.74
ASAHISONG, EQ, 18-Sep-2019,130.05,131.95,132,128.05,129.55,129.55,129.7,917,1.19,33,731,79.72
ASAL, EQ, 18-Sep-2019,34.2,35.15,35.95,33.4,35.95,35.9,35.92,510,0.18,3,505,99.02
ASHAPURMIN, EQ, 18-Sep-2019,26.9,26.5,27.2,26.1,27.2,26.9,26.82,6979,1.87,57,6827,97.82
ASHIANA, EQ, 18-Sep-2019,109.15,110.65,112.7,107,108.3,107.95,109.15,32413,35.38,1295,19419,59.91
ASHIMASYN, EQ, 18-Sep-2019,8.25,8.45,8.8,8.25,8.25,8.25,8.5,5761,0.49,65,3265,56.67
ASHOKA, EQ, 18-Sep-2019,97.85,98.75,100.85,97.25,98.6,99.05,98.22,320115,314.4,3073,239070,74.68
ASHOKLEY, EQ, 18-Sep-2019,59.95,60.35,60.8,57.45,59.7,59.65,58.88,43758798,25767.11,105385,8571543,19.59
ASIANHOTNR, EQ, 18-Sep-2019,103.75,111,119.9,107.6,108,110.05,112.84,27124,30.61,398,7651,28.21
ASIANPAINT, EQ, 18-Sep-2019,1530.9,1542.15,1560.95,1535,1552.9,1547.75,1549.82,1057300,16386.22,60376,295759,27.97
ASIANTILES, EQ, 18-Sep-2019,235.1,237.9,240,233.2,240,237.85,236.11,136505,322.3,2105,40184,29.44
ASPINWALL, EQ, 18-Sep-2019,137,145,145,139.75,141,141.05,141.43,1977,2.8,35,1524,77.09
ASSAMCO, BE, 18-Sep-2019,0.6,0.55,0.65,0.55,0.65,0.65,0.58,720391,4.2,209, -, -
ASTEC, EQ, 18-Sep-2019,375.05,365,389.7,365,376.2,380.45,376.26,3130,11.78,366,1880,60.06
ASTERDM, EQ, 18-Sep-2019,128.25,129.5,131,122.05,124,123.4,125.54,39452,49.53,1327,24329,61.67
ASTRAL, EQ, 18-Sep-2019,1135.15,1125,1170,1122.95,1163.75,1163.35,1145,76530,876.27,10521,45544,59.51
ASTRAMICRO, EQ, 18-Sep-2019,74.75,75.8,76.5,74.05,74.1,74.15,74.41,44350,33,1250,23845,53.77
ASTRAZEN, EQ, 18-Sep-2019,2010.6,2045,2078,2015,2060,2064.4,2045.66,12710,260,1668,6349,49.95
ASTRON, EQ, 18-Sep-2019,110.95,111.05,112.65,109.4,110.8,111.05,111.11,504296,560.32,3224,245072,48.6
ATFL, EQ, 18-Sep-2019,481.7,497.9,497.9,483.4,490.05,490.25,488.48,1778,8.69,134,1459,82.06
ATLANTA, EQ, 18-Sep-2019,8.3,8.7,8.7,8.7,8.7,8.7,8.7,20687,1.8,32,20687,100
ATLASCYCLE, BE, 18-Sep-2019,55.65,58.4,58.4,58.4,58.4,58.4,58.4,5979,3.49,48, -, -
ATNINTER, BE, 18-Sep-2019,0.1,0.15,0.15,0.15,0.15,0.15,0.15,13829,0.02,10, -, -
ATUL, EQ, 18-Sep-2019,3700.5,3721.5,3744.3,3700.5,3701,3706.45,3711.6,5099,189.25,1558,2767,54.27
ATULAUTO, EQ, 18-Sep-2019,220.35,221.7,231.3,220,224,222.8,223.97,12903,28.9,510,8639,66.95
AUBANK, EQ, 18-Sep-2019,637.65,645,658.5,641.05,655,653.75,650.33,145432,945.79,20611,98990,68.07
AURIONPRO, EQ, 18-Sep-2019,89.8,87.6,98.9,87.6,96.9,96,95.09,40294,38.32,1172,20414,50.66
AUROPHARMA, EQ, 18-Sep-2019,616.7,620,622.5,609.5,618.8,618.75,616.32,1452851,8954.19,26162,381675,26.27
AUSOMENT, EQ, 18-Sep-2019,29.25,28.75,31.7,28.75,29.5,29.5,29.54,2768,0.82,37,2684,96.97
AUTOAXLES, EQ, 18-Sep-2019,846.05,846.2,862.4,830,832.95,838.95,844.36,2530,21.36,370,1183,46.76
AUTOIND, EQ, 18-Sep-2019,41.15,41.7,41.7,39.5,39.5,39.55,39.96,14795,5.91,154,11412,77.13
AUTOLITIND, EQ, 18-Sep-2019,25,24.75,24.75,24,24.5,24.5,24.06,1077,0.26,24,1069,99.26
AVADHSUGAR, EQ, 18-Sep-2019,272.55,276.7,279.95,272.05,275,273.9,276.06,46585,128.6,1543,17144,36.8
AVANTIFEED, EQ, 18-Sep-2019,352.65,357,363.9,351.45,356.5,355.95,356.04,187342,667.01,5670,54600,29.14
AVTNPL, EQ, 18-Sep-2019,23.05,23.1,23.4,22.9,23,23,23.1,15793,3.65,138,12107,76.66
AXISBANK, EQ, 18-Sep-2019,640.45,645.5,654.5,641.55,647.5,648.4,646.98,9702162,62770.8,234595,2868624,29.57
AXISCADES, EQ, 18-Sep-2019,84.3,83.8,83.8,79,80.6,81,81.28,177026,143.89,1503,111969,63.25
AXISGOLD, EQ, 18-Sep-2019,3316.45,3316.45,3329,3291.4,3303.5,3302.55,3303.09,313,10.34,75,167,53.35
AXISNIFTY, EQ, 18-Sep-2019,1116.44,1118.01,1118.01,1118.01,1118.01,1118.01,1118.01,1,0.01,1,1,100
AYMSYNTEX, EQ, 18-Sep-2019,33.45,34.85,34.9,32.45,34.2,34,33.42,467,0.16,20,347,74.3
BAGFILMS, EQ, 18-Sep-2019,1.9,1.9,1.95,1.75,1.8,1.8,1.84,783066,14.42,416,511724,65.35
BAJAJ-AUTO, EQ, 18-Sep-2019,2773.15,2798,2819,2750.1,2775,2777.05,2778.87,524048,14562.63,35511,51902,9.9
BAJAJCON, EQ, 18-Sep-2019,253,254.05,255.95,251,253,253.4,253.44,31691,80.32,2038,21674,68.39
BAJAJELEC, EQ, 18-Sep-2019,391.95,393.05,405.1,388.5,391,392.45,393.64,93600,368.45,3219,42711,45.63
BAJAJFINSV, EQ, 18-Sep-2019,7150.5,7221,7348,7196,7260,7255.05,7281.21,307394,22381.99,33222,29258,9.52
BAJAJHIND, EQ, 18-Sep-2019,7.55,7.7,7.75,7.55,7.6,7.6,7.64,842315,64.36,851,433803,51.5
BAJAJHLDNG, EQ, 18-Sep-2019,3232,3252,3280,3140,3150,3152.2,3208.68,22676,727.6,4375,17049,75.19
BAJFINANCE, EQ, 18-Sep-2019,3368.4,3407,3464.5,3388.5,3416.4,3413.85,3437.88,1853668,63726.96,104287,270349,14.58
BALAJITELE, EQ, 18-Sep-2019,55.6,56.75,56.75,54.6,55.4,55.4,55.7,11043,6.15,316,6127,55.48
BALAMINES, EQ, 18-Sep-2019,289.45,295,299.95,283.5,288.4,288.95,289.89,25536,74.03,1024,14545,56.96
BALAXI, EQ, 18-Sep-2019,92,96.5,96.5,87.65,95,95,95.56,196,0.19,10,185,94.39
BALKRISHNA, EQ, 18-Sep-2019,31.85,30.75,33,30.3,31.7,31.4,31.33,52706,16.51,508,18306,34.73
BALKRISIND, EQ, 18-Sep-2019,747.75,747.25,753,732.35,750,745.25,746.48,522609,3901.18,9954,308038,58.94
BALLARPUR, EQ, 18-Sep-2019,0.6,0.6,0.6,0.55,0.6,0.6,0.58,800326,4.67,169,529043,66.1
BALMLAWRIE, EQ, 18-Sep-2019,179.95,172.2,172.95,165,168.5,168.7,169.79,275577,467.89,5232,105659,38.34
BALPHARMA, EQ, 18-Sep-2019,42.75,44.35,44.4,41.2,42,42.6,42.73,9873,4.22,174,4976,50.4
BALRAMCHIN, EQ, 18-Sep-2019,149,149.9,154.6,149.9,153.5,152.9,152.68,1404803,2144.8,20059,419642,29.87
BANARBEADS, EQ, 18-Sep-2019,40.1,40,40.85,39.25,40.6,40.25,39.77,238,0.09,12,110,46.22
BANARISUG, EQ, 18-Sep-2019,1173.35,1185.1,1299.9,1185.1,1297.9,1280.35,1254.26,957,12,180,739,77.22
BANCOINDIA, EQ, 18-Sep-2019,107.8,107.1,109.95,106,108,107.35,107.39,23048,24.75,1278,4918,21.34
BANDHANBNK, EQ, 18-Sep-2019,446.5,449.8,451.3,441.2,444.05,444.65,445.14,184260,820.22,12270,96245,52.23
BANG, EQ, 18-Sep-2019,30.75,31.45,31.45,29.3,30.5,30.55,30.66,84911,26.03,507,37554,44.23
BANKA, SM, 18-Sep-2019,88.25,87.15,87.15,87.15,87.15,87.15,87.15,1200,1.05,1,1200,100
BANKBARODA, EQ, 18-Sep-2019,95.15,95.9,96.9,94.35,96.1,95.95,95.89,20640002,19792.58,48804,1740318,8.43
BANKBEES, EQ, 18-Sep-2019,2775.39,2790,2800.65,2765.5,2770,2777.93,2782.71,4363,121.41,424,1729,39.63
BANKINDIA, EQ, 18-Sep-2019,64.75,65.45,66.1,64.45,64.85,64.95,65.28,6316170,4123.15,15509,345426,5.47
BANSAL, SM, 18-Sep-2019,2.05,1.95,1.95,1.95,1.95,1.95,1.95,3000,0.06,3,3000,100
BANSWRAS, EQ, 18-Sep-2019,69.45,67.65,74.9,67.65,74.45,73.7,73.2,16361,11.98,219,12539,76.64
BARTRONICS, BE, 18-Sep-2019,2.3,2.2,2.4,2.2,2.25,2.25,2.33,7180,0.17,32, -, -
BASF, EQ, 18-Sep-2019,999.45,1014,1017.8,995.2,1004.1,1005.65,1006.68,4042,40.69,505,2731,67.57
BASML, EQ, 18-Sep-2019,141.05,140.15,144.8,136.35,137,140.6,140.74,1604,2.26,69,1221,76.12
BATAINDIA, EQ, 18-Sep-2019,1560.5,1561.1,1568.65,1530,1543,1545.5,1545.86,497619,7692.49,36874,98551,19.8
BAYERCROP, EQ, 18-Sep-2019,3200.75,3200,3300,3155,3300,3270.6,3237.63,3064,99.2,1128,1960,63.97
BBL, EQ, 18-Sep-2019,891.3,900.35,901,875,877,877.5,882.03,2963,26.13,413,2190,73.91
BBTC, EQ, 18-Sep-2019,1144.05,1154.7,1171.1,1112.15,1136,1129.05,1140.76,221553,2527.39,10382,39631,17.89
BCG, EQ, 18-Sep-2019,3.65,3.8,3.8,3.7,3.8,3.8,3.8,192989,7.33,114,160547,83.19
BCP, EQ, 18-Sep-2019,10.05,10.05,10.2,9.85,9.95,9.95,9.89,188336,18.64,217,162401,86.23
BDL, EQ, 18-Sep-2019,280.1,282.05,287.95,281.6,286,285,284.84,17427,49.64,691,8636,49.56
BEARDSELL, EQ, 18-Sep-2019,11.85,13,13,11.45,11.9,11.9,11.77,1182,0.14,94,995,84.18
BEDMUTHA, EQ, 18-Sep-2019,12.25,12.7,12.7,12,12.6,12.6,12.45,1121,0.14,22,441,39.34
BEL, EQ, 18-Sep-2019,108.05,109.05,110.4,105.65,107,106.9,107.17,11387982,12204.74,52360,3773388,33.13
BEML, EQ, 18-Sep-2019,814.1,820,832,816,827,825.9,825.15,486815,4016.94,13448,57441,11.8
BEPL, EQ, 18-Sep-2019,63.05,63.85,64.6,61.55,61.6,61.9,63.17,431341,272.47,2990,135073,31.31
BERGEPAINT, EQ, 18-Sep-2019,365.05,366.8,370,364,369.5,368.15,367.46,712312,2617.49,11100,214870,30.17
BETA, SM, 18-Sep-2019,73,72.95,74,72.95,74,74,73.28,4000,2.93,5,2400,60
BFINVEST, EQ, 18-Sep-2019,275.15,276.9,282.05,270.6,275.5,274.85,276.36,26696,73.78,1004,8150,30.53
BFUTILITIE, EQ, 18-Sep-2019,167.65,169.5,171,165.65,167.8,167.45,168.34,277297,466.79,6069,71196,25.67
BGLOBAL, BE, 18-Sep-2019,1.35,1.4,1.4,1.4,1.4,1.4,1.4,350,0,2, -, -
BGRENERGY, EQ, 18-Sep-2019,37.1,37.2,37.65,35.45,35.65,35.75,36.44,58133,21.18,759,37604,64.69
BHAGERIA, EQ, 18-Sep-2019,121.2,124.9,125.85,118.3,120.4,121.8,121.84,13970,17.02,701,7825,56.01
